title,link,price,carYear,location,mileage,engineSize,engineType,Transmission,Colour,Owners,NCT,BodyType
Mercedes-Benz E-Class 200 CDI BE AVANTGARDE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/50014001547749670/advert?channel=CARS,POA,2014 ,Cork,6,2.1,Diesel,Automatic,Silver,1,"April, 2018",Saloon
Mercedes-Benz E-Class E200 CDi 7 SPEED AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDi/44213948987866960/advert?channel=CARS,POA,2014 ,Tipperary,249,2.0,Diesel,Automatic,Black,0,,Saloon
Mercedes-Benz E-Class CDI A/T COUPE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/CDI-A%23T-/43713962119251450/advert?channel=CARS,POA,2014 ,Carlow,310,2.2,Diesel,Automatic,Black,,,Coupe
Mercedes-Benz E-Class E200 CDI A/T Elegance,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/34213644744152360/advert?channel=CARS,POA,2014 ,Laois,0,2.2,Diesel,Automatic,Metallic Silver,0,"January, 2016",Saloon
Mercedes-Benz E-Class E220 CDI A/T Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-CDI/37613753498683030/advert?channel=CARS,POA,2014 ,Laois,0,2.2,Diesel,Automatic,Metallic Silver,0,"July, 2017",Saloon
Mercedes-Benz E-Class E300 BLUETEC HYBRID,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E300-BLU/37613736359899410/advert?channel=CARS,POA,2014 ,Westmeath,0,2.1,Hybrid,Automatic,Cavansite Blue,0,,Saloon
Mercedes-Benz E-Class Sold sold,http://www.carzone.ie/search/Mercedes-Benz/E-Class/Sold-sol/34713675872083540/advert?channel=CARS,POA,2014 ,Kildare,1,2.2,Diesel,Automatic,Iridium Silver,0,"June, 2018",Saloon
Mercedes-Benz E-Class 200 CDI BE AVANTGARDE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/49514001595896810/advert?channel=CARS,POA,2014 ,Cork,6,2.1,Diesel,Automatic,Tenorite Grey,1,"April, 2018",Saloon
Mercedes-Benz E-Class E200 Cdi Elegance A/T,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-Cdi/45313971363355300/advert?channel=CARS,POA,2014 ,Cork,6,2.1,Diesel,Automatic,Diamond Silver Metallic,0,,Saloon
Mercedes-Benz E-Class E200 CDI BE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/44413942069761560/advert?channel=CARS,POA,2014 ,Cork,0,2.1,Diesel,Automatic,Black,0,,Saloon
Mercedes-Benz E-Class E220 SE CDi AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-SE-/45413996441452530/advert?channel=CARS,"40,995",2013 ,Louth,"8,000",2.1,Diesel,Automatic,Black,1,,Saloon
Mercedes-Benz E-Class €270 TAX - NEW MODEL E220CDi SE AUTO Saloon,http://www.carzone.ie/search/Mercedes-Benz/E-Class/%E2%82%AC270-TAX/44713976694854200/advert?channel,"45,435",2013 ,Dublin,"5,000",2.2,Diesel,Automatic,Silver,1,,Saloon
Mercedes-Benz E-Class E 200 CDI Avantgarde (Facelift) Auto,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-200-CD/50114001453825390/advert?channel=CARS,"45,950",2013 ,Dublin,"10,000",2.1,Diesel,Automatic,Artic White,1,"August, 2017",Saloon
Mercedes-Benz E-Class CDI BE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/CDI-BE/201420223989680/advert?channel=CARS,"46,000",2013 ,Tipperary,"12,000",2.1,Diesel,Automatic,Silver,1,"September, 2017",Saloon
Mercedes-Benz E-Class E220 CDI AVANTGARDE (NEW MODEL) ONLY 3K MLS,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-CDI/45013987027781080/advert?channel=CARS,"46,950",2013 ,Kildare,"3,398",2.1,Diesel,Automatic,Obsidian Black Met,1,,Saloon
Mercedes-Benz E-Class Coupe new Model,http://www.carzone.ie/search/Mercedes-Benz/E-Class/Coupe-ne/44713999082774520/advert?channel=CARS,"46,950",2013 ,Kildare,"4,350",2.1,Diesel,Automatic,Cirrus White,1,"September, 2017",Coupe
Mercedes-Benz E-Class 300 BLUETEC HYBRID ELEGANCE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/300-BLUE/36513783075811460/advert?channel=CARS,"48,900",2013 ,Dublin,"14,631",2.1,Hybrid,Automatic,Iridium Silver,1,,Saloon
Mercedes-Benz E-Class,http://www.carzone.ie/search/Mercedes-Benz/E-Class/49714007030447290/advert?channel=CARS,POA,2014 ,Dublin,,2.1,Hybrid,Automatic,Polar White,1,,Saloon
Mercedes-Benz E-Class,http://www.carzone.ie/search/Mercedes-Benz/E-Class/49314007030449930/advert?channel=CARS,POA,2014 ,Dublin,,2.1,Diesel,Automatic,Palladium Silver,,,Cabriolet
Mercedes-Benz E-Class 300 BLUETEC HYB AVANT 5DR AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/300-BLUE/51714014395839610/advert?channel=CARS,POA,2013 ,Dublin,"9,321",2.1,Hybrid,Automatic,Blue,1,"July, 2017",Estate
Mercedes-Benz E-Class 220 S/S *New 7 Speed Auto**Heated Seats*,http://www.carzone.ie/search/Mercedes-Benz/E-Class/220-S%23S-/43713966920562840/advert?channel=CARS,"46,950",2013 ,Dublin,"14,704",2.1,Diesel,Automatic,Black,1,,Estate
Mercedes-Benz E-Class 200 CDI  AVANT SPORT,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/42613942744773910/advert?channel=CARS,"46,995",2013 ,Dublin,"8,504",2.1,Diesel,Automatic,Polar White,2,,Saloon
Mercedes-Benz E-Class E220 CDI Auto Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-CDI/44713975858533840/advert?channel=CARS,"47,945",2013 ,Galway,"10,300",2.1,Diesel,,Silver,1,,
Mercedes-Benz E-Class E220 AVANTGARDE NEW MODEL,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-AVA/36313851318937760/advert?channel=CARS,"49,750",2013 ,Dublin,"2,670",2.1,Diesel,Automatic,Tenorite,1,"August, 2017",Coupe
Mercedes-Benz E-Class E 220 CDI COUPE AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-220-CD/50414012895529490/advert?channel=CARS,"49,950",2013 ,Dublin,"2,610",2.1,Diesel,Automatic,Black,1,"May, 2017",Coupe
Mercedes-Benz E-Class E220 CDI BE ELEGANCE CABRIOLET 2DR AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-CDI/51314013652164370/advert?channel=CARS,"49,950",2013 ,Westmeath,"8,078",2.1,Diesel,Automatic,Black,2,"February, 2017",Cabriolet
Mercedes-Benz E-Class E250CDI Cabriolet Elegance Automatic,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E250CDI-/37013886741585710/advert?channel=CARS,"53,890",2013 ,Cork,"14,549",2.1,Diesel,Automatic,Polar White Red Hood,1,"January, 2017",Cabriolet
Mercedes-Benz E-Class 300 CDI A/T AVANTGARDE V6 231 BHP,http://www.carzone.ie/search/Mercedes-Benz/E-Class/300-CDI-/49414002346564400/advert?channel=CARS,"56,995",2013 ,Dublin,"15,346",2.9,Diesel,Automatic,Silver,1,"April, 2017",Saloon
Mercedes-Benz E-Class E250 CDI BE Cabriolet A/T Elegance,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E250-CDI/43413962119281060/advert?channel=CARS,"59,950",2013 ,Kildare,"3,417",2.1,Diesel,Automatic,Silver,1,,Cabriolet
Mercedes-Benz E-Class Avantgarde Sport,http://www.carzone.ie/search/Mercedes-Benz/E-Class/Avantgar/43713962672889130/advert?channel=CARS,"46,950",2013 ,Monaghan,"12,112",2.1,Diesel,Automatic,Metallic Grey,1,"March, 2017",Saloon
